"code","product"
"33071000","Shaving preparations, incl. pre-shave and aftershave products"
"33072000","Personal deodorants and antiperspirants"
"33073000","Perfumed bath salts and other bath and shower preparations"
"33074100","""Agarbatti"" and other odoriferous preparations which operate by burning"
"33074900","Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during religious rites (excl. agarbatti and other odoriferous preparations which operate by burning)"
"33079000","Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s."
"34031100","Textile lubricant preparations and preparations of a kind used for the oil or grease treatment of leather, furskins or other material containing petroleum oil or bituminous mineral oil (excl. preparations containing, as basic constituents, >= 70% petroleum oil or bituminous mineral oil by weight)"
"34031910","Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust or anti-corrosion preparations and mould-release preparations, based on lubricants and containing, as non-basic constituents, >= 70% petroleum oil or bituminous mineral oil by weight (excl. preparations for the treatment of textiles, leather, furskins and other materials)"
"34031920","Lubricants having a bio-based carbon content of at least 25% by mass and which are biodegradable at a level of at least 60%"
"34031980","Lubricating preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust or anti-corrosion preparations and mould-release preparations, based on lubricants, containing, by weight, < 70% of petroleum oil or oil obtained from bituminous minerals (excl. preparations for the treatment of textile materials, leather, fur skins or other materials, and lubricants having a bio-based carbon content of at least 25% by mass and which are biodegradable at a level of at least 60%)"
"34039100","Textile lubricant preparations and preparations of a kind used for the oil or grease treatment of leather, furskins or other material not containing petroleum oil or bituminous mineral oil"
"34039900","Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust or anti-corrosion preparations and mould-release preparations, based on lubricants but not containing petroleum oil or bituminous mineral oil (excl. preparations for the treatment of textiles, leather, furskins and other materials)"
"35051010","Dextrins"
"35051050","Starches, etherified or esterified (excl. dextrins)"
"35051090","Modified starches (excl. etherified starches, esterified starches and dextrins)"
"35069900","Glues, prepared, and other prepared adhesives, n.e.s."
"37012000","Instant print film in the flat, sensitised, unexposed, whether or not in packs"
"37019100","Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles, for colour photography ""polychrome"" (excl. instant print film)"
"37023210","Microfilm and photographic film ""incl. instant print film"" for the graphic arts, sensitised, in rolls, unexposed, without perforations, width <= 35 mm, with silver halide emulsion for monochrome photography (excl. that of paper, paperboard or textiles)"
"37023220","Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, width <= 35 mm, with silver halide emulsion for monochrome photography (excl. that of paper, paperboard or textiles, X-ray film, microfilm and film for the graphic arts)"
"37023285","Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, of a width of > 35 mm to 105 mm and with silver halide emulsion other than for monochrome photography (excl. film made of paper, paperboard or textiles and films for X-ray)"
"37024300","Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, width > 610 mm, length <= 200 m (excl. that of paper, paperboard or textiles)(2007-2500);Photographic film, sensitised, in rolls, unexposed, without perforations, width > 610 mm, length <= 200 m (excl. that of paper, paperboard or textiles)(1988-2006)"
"37024400","Photographic film ""incl. instant print film""m, sensitised, in rolls, unexposed, without perforations, width > 105 mm to 610 mm (excl. that of paper, paperboard or textiles)(2007-2500);Photographic film, sensitised, in rolls, unexposed, without perforations, width > 105 mm to 610 mm (excl. that of paper, paperboard or textiles)(1988-2006)"
"37025500","Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ""polychrome"", width > 16 mm but <= 35 mm, length > 30 m (excl. of paper, paperboard and textiles; for slides)"
"37025600","Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ""polychrome"", width > 35 mm (excl. that of paper, paperboard or textiles)"
"37029710","Microfilm and film for the graphic arts, sensitised, in rolls, unexposed, with perforations, for monochrome photography, width <= 35 mm, length > 30 m (excl. of paper, paperboard and textiles)"
"37029790","Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, width <= 35 mm, length > 30 m (excl. of paper, paperboard and textiles; X-ray film, instant print roll film, microfilm and film for the graphic arts)"
"37029800","Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, width > 35 mm (excl. of paper, paperboard and textiles; X-ray film)"
"37032000","Photographic paper, paperboard and textiles, sensitised, unexposed, for colour photography ""polychrome"" (excl. products in rolls > 610 mm wide)"
"37039000","Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography (excl. products in rolls > 610 mm wide)"
"37050010","Photographic film, exposed and developed, for offset reproduction"
"37050090","Photographic plates and film, exposed and developed (excl. products made of paper, paperboard or textiles, for offset reproduction and cinematographic film and ready-to-use printing plates)"
"37061020","Cinematographic film, exposed and developed, consisting only of soundtrack, width >= 35 mm; Negatives and intermediate positives of cinematographic film, exposed and developed, whether or not incorporating soundtrack, width >= 35 mm"
"38012010","Colloidal graphite in suspension in oil; semi-colloidal graphite"
"38012090","Colloidal graphite (excl. in suspension in oil and semi-colloidal graphite)"
"38070010","Wood tar"
"38070090","Brewer's pitch and similar preparations based on rosin, resin acids or vegetable pitch; wood tar oils, wood creosote, wood naphtha and vegetable pitch (excl. wood tar, Burgundy pitch, yellow pitch, stearin pitch, fatty acid pitch, fatty tar and glycerin pitch)"
"38091010","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s., with a basis of amylaceous substances, containing < 55% of these substances by weight"
"38091050","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s., with a basis of amylaceous substances, containing >= 70% to < 83% of these substances by weight"
"38091090","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s., with a basis of amylaceous substances, containing >= 83% of these substances by weight"
"38099100","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products and preparations, e.g. dressings and mordants of a kind used in the textile or similar industries, n.e.s. (excl. those with a basis of amylaceous substances)"
"38099200","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products and preparations, e.g. dressings and mordants of a kind used in the paper or similar industries, n.e.s. (excl. those with a basis of amylaceous substances)"
"38099300","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products and preparations, e.g. dressings and mordants of a kind used in the leather or similar industries, n.e.s. (excl. those with a basis of amylaceous substances)"
"38101000","Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders consisting of metal and other materials"
"38112100","Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil"
"38112900","Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil"
"38122090","Composite plasticisers for rubber or plastics, n.e.s. (excl. reaction mixture containing benzyl 3-isobutyryloxy-1-isopropyl-2,2-dimethylpropyl phthalate and benzyl 3-isobutyryloxy-2,2,4-trimethylpentyl phthalate)"
"38130000","Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excl. full or empty fire-extinguishing devices, whether or not portable, unmixed chemically undefined products with fire-extinguishing properties in other forms)"
"38140010","Organic composite solvents and thinners and prepared paint or varnish removers, based on butyl acetate (excl. nail varnish remover)"
"38140090","Organic composite solvents and thinners and prepared paint or varnish removers (excl. those based on butyl acetate and nail varnish remover)"
"38151100","Supported catalysts with nickel or a nickel compound as the active substance, n.e.s."
"38151200","Supported catalysts with precious metal or a precious-metal compound as the active substance, n.e.s."
"38151910","Catalysts in the form of grains of which >= 90% by weight have a particle-size <= 10 micrometres, consisting of a mixture of oxides on a magnesium-silicate support, containing by weight >= 20% but <= 35% of copper and >= 2% but <= 3% of bismuth and of an apparent specific gravity of >= 0,2 but <= 1,0"
"38151990","Supported catalysts, n.e.s. (excl. supported catalysts with precious metal, a precious-metal compound, nickel or a nickel compound as the active substance and catalysts in the form of grains of which >= 90% by weight have a particle-size <= 10 micrometres, consisting of a mixture of oxides on a magnesium-silicate support, containing by weight >= 20% but <= 35% of copper and >= 2% but <= 3% of bismuth and of an apparent specific gravity of >= 0,2 but <= 1,0)"
"38159090","Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excl. rubber accelerators, supported catalysts and catalysts consisting of ethyltriphenylphosphonium acetate in the form of a solution in methanol)"
"38160010","Dolomite ramming mix"
"38170050","Linear alkylbenzene"
"38170080","Mixed alkylbenzenes and mixed alkylnaphthalenes, produced by the alkylation of benzene and naphthalene (excl. linear alkylbenzene and mixed isomers of cyclic hydrocarbons)"
"38190000","Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing petroleum oil or bituminous mineral oil, or containing < 70% petroleum oil or bituminous mineral oil by weight"
"38200000","Anti-freezing preparations and prepared de-icing fluids (excl. prepared additives for mineral oils or other liquids used for the same purposes as mineral oils)"
"38231300","Tall oil fatty acids, industrial"
"38249910","Thiophenated sulphonic acids of bituminous mineral oil, and salts thereof; petroleum sulphonates (excl. those of ammonium, alkali metals or ethanolamines)"
"38249915","Ion-exchangers (excl. polymers of chapter 39)"
"38249920","Getters for vacuum tubes"
"38249925","Pyrolignites, e.g. of calcium; crude calcium tartrate; crude calcium citrate"
"38249930","Naphthenic acids and the water-insoluble salts and esters thereof"
